3110
53103	53750	2	0	0
53437	53750	2	1	1
53816	53998	2	0	0
53816	53998	2	1	1
56499	57082	2	0	0
56499	57082	2	1	1
57141	61910	2	0	0
57141	61910	2	1	1
63399	63782	1	2	2
63539	64403	2	0	0
63539	64403	2	1	1
63856	63999	1	2	2
65399	66042	1	3	3
66112	66699	1	3	3
68335	71087	2	4	4
68335	71087	2	5	5
68335	71087	2	6	6
71141	71238	2	6	6
71141	71305	2	4	4
71141	71305	2	5	5
71370	71882	2	4	4
71370	71882	2	5	5
71370	71882	2	6	6
71939	72579	2	4	4
71939	72579	2	5	5
71939	72579	2	6	6
72642	73009	2	4	4
72642	73009	2	5	5
72642	73009	2	6	6
76456	76956	2	4	4
76456	76956	2	6	6
76916	77666	2	5	5
77122	77174	1	7	7
77122	77174	1	8	8
77865	78036	1	7	7
77865	78036	1	8	8
80601	81040	1	7	7
80601	81040	1	8	8
81195	81599	1	7	7
83598	83749	1	8	8
85850	86146	2	9	9
86202	86270	2	10	10
86625	86674	2	9	9
86730	87363	2	9	9
86822	87363	2	11	11
86822	87363	2	12	12
87465	87616	2	12	12
87465	87832	2	9	9
87465	87832	2	11	11
87673	87832	2	12	12
89951	90474	1	15	15
89951	90606	1	13	13
89951	90606	1	14	14
89951	90606	1	16	16
89951	90606	1	17	17
90278	90474	1	19	19
90278	90606	1	18	18
91030	91192	1	20	20
92946	92960	1	13	13
92946	92960	1	14	14
92946	92960	1	15	15
92946	92960	1	16	16
92946	92960	1	17	17
92946	93219	1	18	18
92946	93219	1	19	19
92946	93219	1	20	20
93029	93219	1	13	13
93029	93219	1	14	14
93029	93219	1	15	15
93029	93219	1	16	16
93029	93219	1	17	17
93442	93487	1	13	13
93442	93487	1	14	14
93442	93487	1	15	15
93442	93487	1	16	16
93442	93487	1	17	17
93442	93487	1	18	18
93442	93487	1	19	19
93442	93487	1	20	20
95693	95790	1	13	13
95693	95790	1	14	14
95693	95790	1	15	15
95693	95790	1	16	16
95693	95790	1	17	17
95693	95790	1	18	18
95693	95790	1	19	19
95693	95790	1	20	20
103263	103371	1	13	13
103263	103371	1	14	14
103263	103371	1	15	15
103263	103371	1	16	16
103263	103371	1	17	17
103263	103371	1	18	18
103263	103371	1	19	19
103263	103371	1	20	20
106337	106424	1	13	13
106337	106424	1	14	14
106337	106424	1	15	15
106337	106424	1	16	16
106337	106424	1	17	17
106337	106424	1	18	18
106337	106424	1	19	19
106337	106424	1	20	20
106478	106558	1	13	13
106478	106558	1	14	14
106478	106558	1	15	15
106478	106558	1	16	16
106478	106558	1	17	17
106478	106558	1	18	18
106478	106558	1	19	19
106478	106558	1	20	20
107642	107791	1	13	13
107642	107791	1	14	14
107642	107791	1	15	15
107642	107791	1	16	16
107642	107791	1	17	17
107642	107791	1	18	18
107642	107791	1	19	19
107642	107791	1	20	20
110980	113898	1	21	21
115048	115240	1	13	13
115048	115240	1	14	14
115048	115240	1	15	15
115048	115240	1	16	16
115048	115240	1	17	17
115048	115240	1	18	18
115048	115240	1	19	19
115048	115240	1	20	20
115048	115240	1	21	21
115462	115627	1	15	15
115462	115627	1	17	17
115462	115627	1	18	18
115462	115627	1	19	19
115462	115627	1	20	20
115462	115627	1	21	21
118447	118600	1	13	13
118447	118600	1	14	14
118447	118600	1	16	16
120031	120100	1	13	13
120031	120100	1	15	15
120031	120100	1	16	16
120031	120100	1	17	17
120031	120100	1	18	18
120031	120100	1	19	19
120031	120100	1	20	20
120031	120100	1	21	21
120031	122044	1	14	14
124708	125153	1	16	16
128028	128997	1	17	17
128028	129319	1	15	15
128028	130395	1	13	13
128028	130684	1	16	16
128028	130684	1	19	19
128028	130684	1	20	20
128028	130684	1	21	21
128028	134895	1	18	18
129052	129319	1	17	17
135699	135827	2	22	22
135883	136629	2	22	22
137014	137255	2	23	23
137014	137255	2	24	24
137014	137255	2	25	25
137311	139126	2	22	22
137311	139126	2	23	23
137311	139126	2	24	24
137311	139126	2	25	25
139180	139404	2	22	22
139180	139404	2	23	23
139180	139404	2	24	24
139180	139404	2	25	25
139463	139556	2	22	22
139463	139556	2	23	23
139463	139556	2	24	24
139463	139556	2	25	25
140513	140837	2	22	22
140513	140837	2	23	23
140513	140837	2	24	24
140513	140837	2	25	25
141483	142424	2	22	22
141483	142424	2	23	23
141483	142424	2	24	24
141483	142424	2	25	25
142478	142581	2	22	22
142478	142581	2	23	23
142478	142581	2	24	24
142478	142581	2	25	25
142934	144047	2	22	22
142934	144047	2	23	23
142934	144047	2	24	24
142934	144047	2	25	25
144410	144517	2	22	22
144410	144517	2	23	23
144410	144517	2	24	24
144410	144517	2	25	25
149947	150067	2	22	22
149947	150067	2	23	23
149947	150067	2	24	24
149947	150077	2	25	25
150180	150379	2	23	23
150295	150379	2	24	24
150423	150474	2	22	22
152845	152912	1	26	26
152845	152912	1	27	27
152845	152912	1	28	28
152845	152912	1	29	29
152845	152912	1	30	30
153299	153499	2	31	31
153811	153856	1	27	27
153811	153856	1	28	28
153811	153856	1	29	29
153811	153856	1	30	30
153811	153860	1	26	26
154213	154338	1	27	27
154213	154338	1	28	28
154213	154338	1	29	29
154213	155589	1	26	26
154213	155589	1	30	30
154420	154549	1	28	28
155296	155589	1	27	27
155296	155589	1	29	29
155391	155589	1	32	32
155450	155589	1	28	28
156897	156996	1	33	33
156897	157402	1	34	34
156897	157402	1	35	35
157316	157402	1	33	33
157504	157792	1	26	26
157504	157792	1	27	27
157504	157792	1	28	28
157504	157792	1	29	29
157504	157792	1	30	30
157504	157792	1	32	32
157504	157792	1	33	33
157504	157792	1	34	34
157504	157792	1	35	35
157848	157957	1	26	26
157848	157957	1	27	27
157848	157957	1	28	28
157848	157957	1	29	29
157848	157957	1	30	30
157848	157957	1	32	32
157848	157957	1	33	33
157848	157957	1	34	34
157848	157957	1	35	35
158016	158377	1	26	26
158016	158377	1	27	27
158016	158377	1	28	28
158016	158377	1	29	29
158016	158377	1	30	30
158016	158377	1	32	32
158016	158377	1	33	33
158016	158377	1	34	34
158016	158377	1	35	35
158432	158935	1	26	26
158432	158935	1	27	27
158432	158935	1	28	28
158432	158935	1	29	29
158432	158935	1	30	30
158432	158935	1	32	32
158432	158935	1	33	33
158432	158935	1	34	34
158432	158935	1	35	35
158999	159199	1	26	26
158999	159199	1	27	27
158999	159199	1	28	28
158999	159199	1	29	29
158999	159199	1	30	30
158999	159199	1	32	32
158999	159199	1	33	33
158999	159199	1	34	34
158999	159199	1	35	35
160447	160708	1	28	28
160447	160708	1	29	29
160447	160708	1	30	30
160447	160708	1	34	34
160895	162752	1	26	26
160895	162752	1	27	27
160895	162752	1	32	32
160895	162752	1	33	33
160895	162752	1	35	35
162825	163748	1	26	26
162825	163748	1	27	27
162825	163748	1	32	32
162825	163748	1	33	33
162825	163748	1	35	35
171389	171461	1	36	36
172367	172755	1	36	36
172820	173003	1	36	36
173064	173546	1	36	36
173609	174163	1	36	36
175279	175590	2	37	37
175342	175590	2	38	38
175652	175772	2	37	37
175652	175772	2	38	38
176390	176685	2	37	37
176390	176685	2	38	38
178200	179067	2	39	39
178200	179202	2	40	40
178200	179202	2	41	41
179125	179202	2	39	39
179269	179287	2	39	39
179269	179287	2	40	40
179269	179329	2	41	41
179847	180337	2	39	39
179847	180337	2	40	40
179847	180337	2	41	41
180392	180900	2	39	39
180392	180900	2	40	40
180392	180900	2	41	41
180957	181086	2	39	39
180957	181086	2	40	40
180957	181086	2	41	41
181150	181388	2	39	39
181150	181388	2	40	40
181150	181388	2	41	41
181447	185020	2	39	39
181447	185020	2	40	40
181447	185020	2	41	41
185087	185281	2	39	39
185087	185281	2	40	40
185087	185281	2	41	41
185340	185689	2	39	39
185340	185689	2	40	40
185340	185689	2	41	41
187170	194361	2	42	42
187170	194361	2	43	43
194736	194789	2	39	39
194736	194789	2	40	40
194736	194789	2	41	41
194736	194789	2	42	42
194736	194789	2	43	43
195410	195593	2	39	39
195410	195593	2	40	40
195410	195593	2	41	41
195410	195593	2	42	42
195410	195593	2	43	43
195735	195765	2	39	39
195735	195765	2	40	40
195735	195765	2	42	42
196080	196264	1	44	44
196141	196264	2	41	41
196147	196264	2	43	43
